image_name,contrast_0,contrast_45,contrast_90,contrast_135,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,energy_0,energy_45,energy_90,energy_135,correlation_0,correlation_45,correlation_90,correlation_135,label
Im001_1.tif,10.62226410505827,20.687591552734375,14.258694066147712,21.385025024414062,2.2923455739299388,3.165283203125,2.564597519455223,3.2322540283203125,0.3807478797672778,0.3021605256212088,0.3584241132968142,0.29757655461666804,0.06349480816233842,0.055418861059715566,0.06090014276590458,0.05512599893560133,0.985116183152561,0.9710579300595596,0.9800291020057484,0.970081887415714,1
Im002_1.tif,12.26355787937726,23.879135131835938,14.673683730544548,22.675567626953125,2.46105909533072,3.4382476806640625,2.657298759727597,3.376373291015625,0.36268414493509377,0.28082304269228314,0.3435232050165958,0.2831074591691592,0.05311756645567439,0.045929407516735035,0.05100072822754403,0.04600428110499391,0.9853802572303738,0.9715694238267713,0.982528907696608,0.9730022771744027,1
Im003_1.tif,10.787086575875344,21.404022216796875,13.94482611867687,21.015029907226562,2.3511977140077547,3.328155517578125,2.6484071011672787,3.3154144287109375,0.36602223801449424,0.28290648372551236,0.3398863072448689,0.28170115379968663,0.05412591015801292,0.04650438342917029,0.05157792323704864,0.04664952593563616,0.9882107562343828,0.9766155227768494,0.9847499216859911,0.9770407272492252,1
Im004_1.tif,11.924914883268315,24.446441650390625,15.216318093385013,22.672637939453125,2.4770792801556194,3.4678955078125,2.6551252431906325,3.368194580078125,0.35654310488931557,0.27633459680756567,0.3400931873496849,0.2805547946648996,0.04937792118031916,0.042662242601212215,0.04796434181066845,0.043051059685223686,0.9843838368059811,0.9680212166348044,0.9800922043269616,0.9703419415330667,1
Im005_1.tif,11.840193336575775,24.671493530273438,15.862354085602922,23.849212646484375,2.455708900778201,3.5181732177734375,2.782496352140066,3.515655517578125,0.3577991710457898,0.272231385742812,0.32807723803887395,0.26818132913352294,0.0469102475209575,0.0397845427311788,0.04433135755312116,0.03961041893279342,0.9812669500795925,0.9609968174426662,0.9749153914499202,0.9622959461053288,1
Im006_1.tif,9.600270549610793,19.483062744140625,13.19771400778192,19.5506591796875,2.196847641050564,3.133148193359375,2.511247568093351,3.12481689453125,0.3869376145996273,0.29899611816343596,0.3599352492069295,0.3008093797952605,0.06547901856758336,0.056178825809523714,0.06238223866346396,0.056506966253534206,0.986927344335862,0.9735083758814148,0.9820268241783198,0.9734161665174225,1
Im007_1.tif,14.239147616731328,29.047042846679688,18.679793895914067,28.213897705078125,2.627127918287911,3.6884307861328125,2.87744710603109,3.6640625,0.34818073342227013,0.27079751965482696,0.33173906523257346,0.2723190961853946,0.04614273950293135,0.03994931507621186,0.04494894923892464,0.0402432952061704,0.9869107286660905,0.9733036687278106,0.9828375598595142,0.9740690904799273,1
Im008_1.tif,12.355210359921985,25.858016967773438,16.592503647859587,24.684906005859375,2.4781736381322736,3.5275726318359375,2.7270184824902417,3.4515380859375,0.3581933564165963,0.2759528931844785,0.343405001355087,0.2811432322906083,0.047371681026976115,0.040956497147970096,0.04601611060298956,0.041213552846225715,0.9893129364966794,0.9776451128851618,0.9856576595299744,0.9786595106356791,1
Im009_1.tif,12.191254255836398,23.513076782226562,14.90549002918265,23.056900024414062,2.480620744163391,3.4945220947265625,2.7325814688715546,3.4557647705078125,0.35880841291556664,0.2751284009195058,0.3350475934149892,0.27454326172900556,0.04553352704439464,0.03915133061687627,0.04379531482177511,0.039191226156275884,0.9857114293331035,0.9724035029487685,0.982520066961126,0.9729390802264425,1
Im010_1.tif,13.60396400778191,27.88824462890625,17.14434885700362,25.570449829101562,2.593506809338495,3.701568603515625,2.867567485408522,3.5780487060546875,0.3509905620804051,0.2663680976715714,0.32602694361902673,0.27016587891762667,0.04199055608583579,0.03600224863524101,0.040311358074548644,0.036301688604201916,0.985815837492188,0.9709214082798565,0.9821190726554482,0.9733383704892729,1
Im011_1.tif,12.036357003890897,25.430389404296875,16.77448625972732,24.4246826171875,2.451939445525265,3.52728271484375,2.8007204523345988,3.458740234375,0.3614060827729267,0.27623606057280664,0.334181760252229,0.27914630928410594,0.047767438394704334,0.04108802473821819,0.045470146996897394,0.04128080176007947,0.9878086203246279,0.9742316378246557,0.9829911808986981,0.9752508650529741,1
Im012_1.tif,10.470573929960963,20.237228393554688,14.129894212062082,21.401641845703125,2.3269394455252708,3.2690887451171875,2.6500790369649545,3.318695068359375,0.36992434030801724,0.2843694543004354,0.34242519766288104,0.2851492223983597,0.053051416470775103,0.046020601409088396,0.050819092273249704,0.04597470865587745,0.9873050063501588,0.97546171927122,0.9828479347477889,0.9740499189797797,1
Im013_1.tif,12.331119285019243,24.200485229492188,15.486791707198229,24.385238647460938,2.471257903696469,3.4676055908203125,2.70335299124509,3.4756317138671875,0.36087665941589825,0.2785731764788613,0.34282475772744603,0.2792561913063435,0.052512746158777414,0.04566352796812773,0.05079124282638897,0.04554889108095619,0.9877634753237099,0.9760139674799405,0.9846436553501778,0.9758310613010709,1
Im014_1.tif,11.227884849221667,22.335647583007812,14.49463460603093,22.3084716796875,2.3371990515564005,3.3020782470703125,2.6093294017509447,3.323150634765625,0.3756562315877671,0.2889932494560034,0.3483785867244604,0.28497819771680843,0.053132895395281286,0.04556562615162991,0.0504967331709611,0.045347136688969204,0.9861380536691663,0.972438914345853,0.9821059354192777,0.9724727259537408,1
Im015_1.tif,8.772419139104976,19.534210205078125,13.81584387159515,19.14794921875,2.166205617704262,3.15704345703125,2.5634119649805167,3.155731201171875,0.3780895392701525,0.29123453856101195,0.3483930256788727,0.2867512001583556,0.05764143237458361,0.04951601070972768,0.05480661788790385,0.04948419529161322,0.9878968913252979,0.9730867370021191,0.9809408966286377,0.9736190878632933,1
Im016_1.tif,10.754240637159388,21.01324462890625,13.471227504863597,20.653518676757812,2.3109040612840257,3.242584228515625,2.553760335603084,3.2281341552734375,0.3787360401933887,0.29297956455080215,0.35233450036783714,0.2922664468874657,0.06113413665032277,0.05284010918819118,0.05857806056409808,0.052949470037837065,0.9854413285490577,0.9715786674129862,0.9817647724649654,0.9720657233383031,1
Im017_1.tif,10.906082806420091,22.394607543945312,14.795932636186574,22.13623046875,2.350483341439667,3.3549041748046875,2.6515989785992016,3.33624267578125,0.3683910553896099,0.2831020059533304,0.34185967130013634,0.2822588521046026,0.05116322335064015,0.043920064666959704,0.048758989681630296,0.04388367515861747,0.9857481918975667,0.9707681147537056,0.9806768905114733,0.971104814406475,1
